#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-25T17:49:33 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-25T17:49:33	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/540/3523/tablea1&-out.max=unlimited&-out.all=2&-out.add=_RAJ2000,_DEJ2000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_75403523
#Name: J/MNRAS/540/3523
#Title: BLOeM. Physical properties of OB stars (Bestenlehner+, 2025)
#INFO	ivoid=ivo://cds.vizier/j/mnras/540/3523	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/540/3523	    IVOID of underlying data collection
#INFO	creator=Bestenlehner J.M.	    First author or institution
#INFO	cites=bibcode:2025MNRAS.540.3523B	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2025	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/540/3523	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier/bg-gw-3e3	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-08-03	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_540_3523_tablea1:
#Name: J/MNRAS/540/3523/tablea1
#Title: Physical parameters of BLOeM OB stars
#Column	_RAJ2000	(F19.15)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F19.15)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	BLOeM	(A5)	BLOeM identifier (N-NNN) (1)	[ucd=meta.id;meta.main]
#Column	SpType	(a17)	Spectral type (1)	[ucd=src.spType]
#Column	RV	(I4)	Radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	s_RV	(F5.1)	? Radial velocity dispersion	[ucd=spect.dopplerVeloc]
#Column	Teff	(F4.1)	? Effective temperature	[ucd=phys.temperature.effective]
#Column	E_Teff	(F4.1)	? Error on Teff (upper)	[ucd=stat.error;stat.max]
#Column	e_Teff	(F4.1)	? Error on Teff (lower)	[ucd=stat.error;phys.temperature.effective]
#Column	logg	(F5.2)	? log surface gravity	[ucd=phys.gravity]
#Column	E_logg	(F5.2)	? Error on logg (upper)	[ucd=stat.error;stat.max]
#Column	e_logg	(F5.2)	? Error on logg (lower)	[ucd=stat.error]
#Column	loggc	(F5.2)	? log surface gravity centrifugal corrected	[ucd=phys.gravity]
#Column	E_loggc	(F5.2)	? Error on logg_c (upper)	[ucd=stat.error;stat.max]
#Column	e_loggc	(F5.2)	? Error on logg_c (lower)	[ucd=stat.error]
#Column	Rstar	(F5.1)	? Stellar radius	[ucd=phys.size.radius]
#Column	E_Rstar	(F4.1)	? Error on stellar radius (upper)	[ucd=stat.error;stat.max]
#Column	e_Rstar	(F4.1)	? Error on stellar radius (lower)	[ucd=stat.error]
#Column	logL	(F5.2)	? Log stellar luminosity	[ucd=phys.luminosity]
#Column	E_logL	(F5.2)	? Error on logL (upper)	[ucd=stat.error;stat.max]
#Column	e_logL	(F5.2)	? Error on logL (lower)	[ucd=stat.error]
#Column	Y	(F5.2)	? He abundance mass fraction	[ucd=phys.abund.Y]
#Column	E_Y	(F5.2)	? Error on Y (upper)	[ucd=stat.error;stat.max]
#Column	e_Y	(F5.2)	? Error on Y (lower)	[ucd=stat.error;pos.cartesian.y]
#Column	vsini	(I3)	? Projected radial velocity	[ucd=spect.dopplerVeloc]
#Column	E_vsini	(I3)	? Error on vsini (upper)	[ucd=stat.error;stat.max]
#Column	e_vsini	(I2)	? Error on vsini (lower)	[ucd=stat.error;phys.veloc.rotat]
#Column	Mspec	(F5.1)	? Spectroscopic mass	[ucd=phys.mass]
#Column	E_Mspec	(F6.1)	? Error on Mspec (upper)	[ucd=stat.error;stat.max]
#Column	e_Mspec	(F5.1)	? Error on Mspec (lower)	[ucd=stat.error]
#Column	Mevol	(F5.1)	? Evolutionary mass (2)	[ucd=phys.mass]
#Column	E_Mevol	(F4.1)	? Error on Mevol (upper)	[ucd=stat.error;stat.max]
#Column	e_Mevol	(F4.1)	? Error on Mevol (lower)	[ucd=stat.error]
#Column	Age	(F4.1)	? Stellar age	[ucd=time.age]
#Column	E_Age	(F4.1)	? Error on age (upper)	[ucd=stat.error;stat.max]
#Column	e_Age	(F4.1)	? Error on age (lower)	[ucd=stat.error;time.age]
#Column	Kmag	(F6.3)	? K-band magnitude (3)	[ucd=phot.mag;em.IR.K]
#Column	AV	(F5.2)	? Visual extinction	[ucd=phys.absorption]
#Column	Notes	(a30)	Notes (4)	[ucd=meta.note]
#Column	_RA	(F17.13)	Data from Shenar et al., 2024, Cat. J/A+A/690/A289 (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F17.13)	Data from Shenar et al., 2024, Cat. J/A+A/690/A289 (declination part)	[ucd=pos.eq.dec;meta.main]
_RAJ2000	_DEJ2000	BLOeM	SpType	RV	s_RV	Teff	E_Teff	e_Teff	logg	E_logg	e_logg	loggc	E_loggc	e_loggc	Rstar	E_Rstar	e_Rstar	logL	E_logL	e_logL	Y	E_Y	e_Y	vsini	E_vsini	e_vsini	Mspec	E_Mspec	e_Mspec	Mevol	E_Mevol	e_Mevol	Age	E_Age	e_Age	Kmag	AV	Notes	_RA	_DE
016.558289811689995	-72.412618011320006	5-070	B2III:           	 126	  8.7	22.1	 8.6	 4.7	 3.47	 0.74	 0.69	 3.66	 0.74	 0.69	 10.3	 7.2	 6.5	 4.36	 0.41	 0.33	 0.22	 0.16	 0.07	342	 38	44	 17.8	 184.5	 12.0	 10.4	 3.1	 1.9	10.8	 6.4	 8.6	15.925	 0.24	                              	016.5582898116900	-72.4126180113200
016.571756910090002	-72.462985195010020	5-071	O8.5:Ib + OBpe   	  35	 12.4	    	    	    	     	     	     	     	     	     	     	    	    	     	     	     	     	     	     	   	   	  	     	      	     	     	    	    	    	    	    	13.311	     	SB2?, OBe                     	016.5717569100900	-72.4629851950100
016.575666673229993	-72.442947389029996	5-072	B1II             	 139	  0.7	23.7	 1.2	 1.2	 3.30	 0.29	 0.17	 3.31	 0.29	 0.17	 15.3	 6.0	 3.5	 4.82	 0.25	 0.26	 0.20	 0.08	 0.05	 55	 77	14	 17.2	  32.9	  7.2	 12.8	 3.0	 1.6	11.6	 3.0	 2.2	14.929	 0.29	SiIV 4089 too weak            	016.5756666732300	-72.4429473890300
016.588099195529999	-72.267791376280002	5-073	B2II:            	 139	  4.4	24.9	 3.8	 2.7	 3.69	 0.48	 0.48	 3.72	 0.48	 0.48	 10.3	 4.5	 3.3	 4.56	 0.28	 0.26	 0.18	 0.13	 0.03	153	 24	24	 20.1	  73.0	 11.8	 12.6	 2.0	 2.3	10.8	 4.3	 3.7	15.719	 0.35	                              	016.5880991955300	-72.2677913762800
016.591726476660003	-72.227053009109994	5-074	B0.5IV           	 165	  3.6	29.9	 1.9	 2.7	 4.12	 0.29	 0.38	 4.12	 0.29	 0.38	  8.6	 3.6	 2.1	 4.72	 0.26	 0.27	 0.24	 0.09	 0.08	 53	 20	23	 35.4	  71.6	 18.7	 14.1	 2.3	 2.1	 7.9	 2.7	 2.3	15.905	 0.34	SB1                           	016.5917264766600	-72.2270530091100
016.603699380460000	-72.213519171249999	5-075	B2II:            	 144	 18.3	23.3	 5.2	 3.7	 3.31	 0.52	 0.48	 3.62	 0.52	 0.48	 11.3	 5.5	 4.5	 4.53	 0.30	 0.27	 0.24	 0.14	 0.09	410	 26	30	 19.4	  85.7	 11.8	 12.7	 2.1	 2.4	10.3	 5.6	 3.9	15.503	 0.17	SB2                           	016.6036993804600	-72.2135191712500
016.608911767699993	-72.191474554180004	5-076	B1.5III:         	 138	 16.7	24.9	 6.1	 2.3	 3.69	 0.57	 0.48	 3.77	 0.57	 0.48	  5.8	 3.0	 2.5	 4.07	 0.33	 0.27	 0.17	 0.15	 0.02	200	 26	26	  7.3	  38.7	  4.5	  9.7	 2.0	 1.5	10.6	 4.9	 8.8	16.994	 0.27	SB1                           	016.6089117677000	-72.1914745541800
016.621934698490001	-72.369064280280014	5-077	B2.5Ia           	 146	  2.3	19.0	 1.5	 1.5	 2.50	 0.14	 0.29	 2.51	 0.15	 0.29	 49.7	11.6	 9.2	 5.46	 0.16	 0.16	 0.29	 0.10	 0.07	 55	 77	13	 29.2	  23.5	 13.3	 24.0	 7.2	 1.5	 5.5	 1.1	 0.9	12.467	 0.38	2MASS                         	016.6219346984900	-72.3690642802800
016.630974323309999	-72.216010731729995	5-078	B1.5III:         	 121	 14.0	26.6	 4.1	 3.7	 3.93	 0.43	 0.33	 3.96	 0.43	 0.33	 10.8	 5.3	 3.5	 4.72	 0.29	 0.29	 0.21	 0.11	 0.06	200	 25	24	 38.3	 131.3	 21.0	 13.6	 3.0	 2.2	 8.6	 4.1	 3.2	15.515	 0.30	SB1                           	016.6309743233100	-72.2160107317300
016.631532720610004	-72.255638776599994	5-079	B2III:           	  81	 29.0	23.7	 3.5	 2.7	 3.87	 0.57	 0.46	 3.90	 0.57	 0.46	  7.2	 3.3	 2.3	 4.16	 0.28	 0.27	 0.15	 0.13	 0.00	154	 24	24	 14.9	  71.2	  8.7	  9.5	 1.7	 1.5	14.1	 7.6	 6.9	16.551	 0.32	SB1                           	016.6315327206100	-72.2556387766000
016.635124930530001	-72.368348337859999	5-080	B2III:           	  48	 18.9	21.3	 9.4	 2.7	 3.13	 0.74	 0.51	 3.52	 0.74	 0.52	  9.4	 6.8	 6.6	 4.22	 0.44	 0.30	 0.20	 0.19	 0.05	357	 36	36	 10.6	 113.4	  7.2	  9.5	 3.0	 1.4	10.7	 7.3	 9.4	16.105	 0.18	SB2                           	016.6351249305300	-72.3683483378600
016.660112295800001	-72.195999511600007	5-081	B0.5III          	 168	  1.3	29.9	 2.7	 2.3	 3.88	 0.57	 0.33	 3.88	 0.57	 0.33	  5.1	 2.2	 1.3	 4.27	 0.28	 0.27	 0.33	 0.09	 0.11	 29	 12	23	  7.1	  33.2	  3.7	 12.0	 1.8	 1.7	 7.5	 2.4	 5.7	17.042	 0.30	                              	016.6601122958000	-72.1959995116000
016.671750415090003	-72.296653694570011	5-082	B1.5III          	 133	  2.7	23.7	 5.5	 3.1	 3.87	 0.57	 0.51	 3.89	 0.57	 0.51	  5.6	 2.9	 2.3	 3.95	 0.32	 0.28	 0.15	 0.13	 0.00	110	 21	21	  8.9	  46.8	  5.5	  8.5	 1.8	 1.4	14.1	 7.0	12.1	17.125	 0.25	                              	016.6717504150900	-72.2966536945700
016.686589933640001	-72.276906798750005	5-083	B1II             	 146	  0.9	29.9	 1.5	 2.7	 3.93	 0.33	 0.38	 3.93	 0.33	 0.38	  6.5	 2.8	 1.6	 4.48	 0.26	 0.27	 0.24	 0.09	 0.08	 45	 21	23	 13.2	  30.8	  6.9	 12.8	 1.6	 1.8	 8.4	 3.3	 3.6	16.477	 0.33	                              	016.6865899336400	-72.2769067987500
016.688101637600006	-72.413074981810013	5-084	B2II:            	 141	  6.4	19.8	 3.9	 2.3	 3.07	 0.57	 0.29	 3.27	 0.57	 0.29	 13.6	 6.4	 5.0	 4.40	 0.30	 0.27	 0.20	 0.13	 0.05	250	 30	30	 12.4	  61.1	  6.8	  9.9	 2.1	 1.5	15.5	 7.2	 4.6	15.398	 0.26	                              	016.6881016376000	-72.4130749818100
016.690953959169999	-72.268822826389993	5-085	B0.2III          	 147	  2.4	31.5	 1.6	 2.7	 4.10	 0.29	 0.40	 4.10	 0.29	 0.40	  6.1	 2.6	 1.4	 4.51	 0.26	 0.27	 0.26	 0.09	 0.07	 41	 20	23	 17.1	  34.4	  9.1	 13.8	 1.9	 1.9	 6.6	 3.0	 3.5	16.536	 0.42	                              	016.6909539591700	-72.2688228263900
016.692615204250000	-72.324925239970000	5-086	B9Ib             	 363	  1.6	    	    	    	     	     	     	     	     	     	     	    	    	     	     	     	     	     	     	   	   	  	     	      	     	     	    	    	    	    	    	14.479	     	SB?, poor fits                	016.6926152042500	-72.3249252399700
016.699905049529992	-72.311730506879996	5-087	B1II             	 138	  0.6	23.7	 1.2	 1.2	 3.53	 0.29	 0.34	 3.53	 0.29	 0.34	 11.4	 4.5	 2.6	 4.57	 0.26	 0.26	 0.15	 0.11	 0.00	 36	 13	13	 16.1	  31.0	  8.2	 11.2	 1.9	 1.7	14.2	 3.6	 2.4	15.550	 0.27	SiIV 4089 too weak            	016.6999050495300	-72.3117305068800
016.701171590160005	-72.272729118290002	5-088	B1.5III II       	 138	  1.0	23.7	 1.2	 2.0	 3.53	 0.23	 0.34	 3.54	 0.23	 0.34	 12.0	 5.1	 2.9	 4.61	 0.26	 0.27	 0.15	 0.14	 0.00	 76	 96	21	 18.2	  31.0	  9.3	 11.2	 2.3	 1.7	14.1	 3.5	 2.8	15.409	 0.30	SiIV 4089 too weak            	016.7011715901600	-72.2727291182900
016.741222961049999	-72.458863977390024	5-089	B2III:e          	 146	 14.3	19.8	10.8	 5.4	 3.26	 1.24	 1.29	 3.70	 1.24	 1.29	  8.9	 8.0	 7.6	 4.04	 0.50	 0.38	 0.46	 0.09	 0.23	447	 41	40	 14.6	 621.7	 10.1	  8.9	 2.3	 2.2	11.6	 8.4	11.0	16.305	 0.09	Hgamma poor fit               	016.7412229610500	-72.4588639773900
016.753851168499999	-72.221196566290004	5-090	O9.5III          	 161	  0.9	33.7	 1.1	 1.5	 3.69	 0.22	 0.11	 3.70	 0.22	 0.11	 14.6	 6.1	 3.4	 5.39	 0.27	 0.27	 0.52	 0.03	 0.07	 77	 97	20	 38.3	  61.2	 14.3	 23.0	 5.2	 4.6	 4.9	 0.9	 0.7	14.524	 0.37	                              	016.7538511685000	-72.2211965662900
016.764411348909999	-72.460523751380009	5-091	B8Ib             	 177	  0.5	13.5	 0.4	 1.9	 2.12	 0.14	 0.57	 2.13	 0.16	 0.57	 46.5	12.8	 7.9	 4.81	 0.14	 0.20	 0.24	 0.05	 0.05	 35	 57	33	 10.7	   9.9	  6.0	 14.6	 1.7	 2.0	11.3	 2.4	 1.8	13.106	 0.27	Post MS, 2MASS                	016.7644113489100	-72.4605237513800
016.774198345569992	-72.452177974959994	5-092	B1II:pe          	 137	 31.7	    	    	    	     	     	     	     	     	     	     	    	    	     	     	     	     	     	     	   	   	  	     	      	     	     	    	    	    	    	    	14.954	     	Be                            	016.7741983455700	-72.4521779749600
016.782706365389995	-72.411407532490003	5-093	B1II             	 142	  0.6	23.9	 0.8	 1.1	 3.31	 0.33	 0.14	 3.32	 0.33	 0.14	 14.4	 5.6	 3.2	 4.78	 0.25	 0.25	 0.22	 0.07	 0.07	 55	 76	14	 15.6	  34.3	  6.1	 12.7	 2.7	 1.6	12.6	 2.3	 2.8	14.936	 0.35	SiIV 4089 too weak            	016.7827063653900	-72.4114075324900
016.794660746409999	-72.343001478999994	5-094	B1e              	 111	  8.8	    	    	    	     	     	     	     	     	     	     	    	    	     	     	     	     	     	     	   	   	  	     	      	     	     	    	    	    	    	    	14.748	     	Be                            	016.7946607464100	-72.3430014790000
016.802124522820002	-72.462250803410015	5-095	B1.5III:         	 207	 24.0	23.7	 7.4	 2.3	 3.70	 0.69	 0.34	 3.73	 0.69	 0.34	  9.5	 5.4	 4.9	 4.40	 0.37	 0.27	 0.18	 0.16	 0.03	153	 24	24	 17.6	 134.1	 10.9	 11.2	 2.8	 1.9	 9.7	 6.1	 6.6	15.984	 0.26	SB1, SiIV 4089 too weak       	016.8021245228200	-72.4622508034100
016.808286270530001	-72.427972423059998	5-096	B1.5III-II       	 148	  3.8	23.7	 5.5	 4.3	 3.70	 0.40	 0.69	 3.73	 0.40	 0.69	 11.4	 6.3	 4.8	 4.56	 0.32	 0.31	 0.17	 0.13	 0.02	153	 24	24	 25.0	  87.8	 16.1	 12.5	 2.0	 2.9	10.1	 6.6	 4.4	15.211	 0.28	                              	016.8082862705300	-72.4279724230600
016.809476434439997	-72.229870041960027	5-097	O8II(f)          	 138	  1.2	37.5	 1.9	 1.5	 4.31	 0.14	 0.24	 4.31	 0.14	 0.24	  7.0	 3.0	 1.7	 4.94	 0.27	 0.27	 0.40	 0.06	 0.06	 22	 10	22	 36.4	  45.9	 16.8	 21.4	 2.9	 2.5	 3.6	 0.7	 2.3	16.016	 0.34	                              	016.8094764344400	-72.2298700419600
016.819216671080000	-72.442864804310005	5-098	B9Ia             	 175	  0.7	13.5	 0.4	 1.9	 2.21	 0.24	 0.24	 2.22	 0.24	 0.24	 46.4	13.2	 8.1	 4.81	 0.15	 0.21	 0.15	 0.03	 0.00	 36	 57	34	 13.2	  17.3	  5.5	 14.4	 2.0	 1.9	11.2	 2.6	 1.8	13.134	 0.38	HeI too strong, 2MASS         	016.8192166710800	-72.4428648043100
016.835993290880001	-72.263240141829996	5-099	O9.7III          	 167	  3.3	31.5	 3.1	 2.0	 3.70	 0.51	 0.23	 3.72	 0.51	 0.23	  7.1	 3.1	 1.9	 4.65	 0.28	 0.27	 0.33	 0.10	 0.11	112	 20	19	  9.7	  38.3	  4.6	 15.2	 2.5	 2.1	 5.9	 2.0	 3.4	16.238	 0.34	                              	016.8359932908800	-72.2632401418300
016.839481529160000	-72.207542438760001	5-100	B0V              	 172	 44.5	29.9	 1.1	 3.0	 3.74	 0.29	 0.38	 3.78	 0.29	 0.38	 10.7	 4.8	 2.6	 4.91	 0.27	 0.28	 0.30	 0.09	 0.10	201	 24	24	 24.9	  52.6	 13.1	 14.8	 3.2	 2.1	 7.5	 2.1	 1.3	15.423	 0.33	SB2                           	016.8394815291600	-72.2075424387600
016.863279175640002	-72.303817374580035	5-103	B3II             	 178	  0.8	20.1	 2.7	 1.2	 3.30	 0.34	 0.23	 3.31	 0.34	 0.23	 15.4	 5.9	 4.4	 4.55	 0.26	 0.23	 0.17	 0.09	 0.02	 56	 75	14	 17.5	  39.2	  8.5	 10.8	 1.9	 1.5	15.9	 4.1	 3.9	15.010	 0.32	                              	016.8632791756400	-72.3038173745800
016.871509110550004	-72.255469618140012	5-104	B2.5Ia           	 122	 50.9	15.8	 0.8	 0.4	 1.64	 0.19	 0.10	 2.14	 0.23	 0.18	 29.4	 6.1	 4.7	 4.68	 0.16	 0.15	 0.36	 0.03	 0.05	 79	 19	20	  2.3	   2.2	  0.8	 12.8	 2.3	 1.0	12.6	 2.7	 1.8	13.498	 0.16	SB1, HI poor fits             	016.8715091105500	-72.2554696181400
016.885853837559999	-72.294103109110026	5-105	B0.7II           	 134	  0.7	26.8	 1.9	 1.5	 3.12	 0.24	 0.19	 3.13	 0.24	 0.19	 23.4	 9.3	 5.7	 5.41	 0.26	 0.25	 0.30	 0.07	 0.07	 55	 77	13	 26.7	  44.1	 11.6	 21.3	 6.8	 3.9	 5.7	 1.8	 1.1	13.725	 0.35	                              	016.8858538375600	-72.2941031091100
016.887281193650004	-72.380944748160019	5-106	B2II             	 151	  1.1	23.7	 1.2	 2.0	 3.70	 0.17	 0.34	 3.70	 0.17	 0.34	 15.2	 5.9	 3.5	 4.81	 0.25	 0.26	 0.17	 0.06	 0.02	 34	 15	31	 42.3	  54.9	 21.4	 12.7	 2.3	 2.0	12.2	 3.2	 2.4	14.935	 0.34	                              	016.8872811936500	-72.3809447481600
016.914924729399999	-72.262145612309993	5-107	B2.5II + A       	 149	  0.7	22.3	 2.3	 2.3	 3.50	 0.33	 0.38	 3.51	 0.33	 0.38	 18.9	 6.8	 4.7	 4.90	 0.23	 0.23	 0.22	 0.10	 0.07	 74	 19	22	 41.7	  86.1	 22.1	 14.2	 2.6	 2.2	10.6	 2.9	 2.1	14.302	 0.38	                              	016.9149247294000	-72.2621456123100
016.915149596679996	-72.429718801910013	5-108	O9.7IV:          	 192	 11.5	31.8	 3.0	 2.7	 3.69	 0.57	 0.29	 3.73	 0.57	 0.29	  6.5	 3.0	 1.8	 4.58	 0.29	 0.29	 0.30	 0.10	 0.10	154	 25	24	  8.3	  40.4	  4.2	 14.4	 3.1	 1.8	 5.7	 2.2	 3.8	16.395	 0.35	SB1                           	016.9151495966800	-72.4297188019100
016.957337371079994	-72.227631964509996	5-110	B1III            	 211	 25.0	26.4	 4.6	 2.3	 3.93	 0.43	 0.48	 3.96	 0.43	 0.48	  6.2	 2.9	 2.1	 4.23	 0.30	 0.27	 0.18	 0.13	 0.03	153	 25	25	 12.6	  42.2	  7.5	 10.6	 2.3	 1.4	 9.5	 4.5	 6.8	16.817	 0.28	SB2                           	016.9573373710800	-72.2276319645100
016.965218937940005	-72.320409248139995	5-111	B2III:           	 131	 28.9	22.9	 7.8	 3.7	 3.28	 0.66	 0.51	 3.81	 0.66	 0.51	  6.8	 4.3	 3.8	 4.06	 0.39	 0.31	 0.20	 0.18	 0.05	461	 29	39	 10.8	  84.8	  7.0	  9.4	 2.2	 1.7	10.8	 8.2	 8.4	16.498	 0.17	SB2                           	016.9652189379400	-72.3204092481400
016.984673716909999	-72.340048013860013	5-113	B1II             	 140	  1.2	23.8	 0.8	 1.1	 3.12	 0.29	 0.14	 3.12	 0.29	 0.14	 20.8	 8.0	 4.6	 5.10	 0.25	 0.25	 0.24	 0.06	 0.09	 36	 52	34	 20.9	  39.3	  8.2	 15.2	 3.4	 2.9	 9.9	 2.5	 2.4	14.219	 0.30	                              	016.9846737169100	-72.3400480138600
017.030908031240006	-72.325779116690001	5-114	B1.5II           	 129	  5.6	22.6	 1.9	 3.4	 3.31	 0.33	 0.33	 3.37	 0.33	 0.33	 17.6	 6.4	 4.1	 4.86	 0.21	 0.25	 0.20	 0.10	 0.05	201	 24	24	 26.7	  55.8	 13.5	 13.7	 3.0	 1.6	10.7	 2.9	 1.9	14.425	 0.39	lpv/SB1                       	017.0309080312400	-72.3257791166900
017.107695866520000	-72.390926710279999	5-115	O9.5:V:pe        	 -17	 13.8	    	    	    	     	     	     	     	     	     	     	    	    	     	     	     	     	     	     	   	   	  	     	      	     	     	    	    	    	    	    	13.604	     	SB2?, Oe                      	017.1076958665200	-72.3909267102800
017.148204521010001	-72.364644633230000	5-116	B2II             	 142	 13.0	23.4	 7.2	 2.7	 3.74	 0.71	 0.38	 3.77	 0.71	 0.38	  8.6	 4.9	 4.4	 4.30	 0.36	 0.28	 0.15	 0.15	 0.00	156	 26	25	 15.9	 130.2	 10.0	 10.5	 2.5	 1.8	10.9	 6.1	 7.8	16.236	 0.27	lpv/SB1                       	017.1482045210100	-72.3646446332300
018.123890099459999	-73.291608495540004	6-001	B0.5III:e        	 223	 11.7	    	    	    	     	     	     	     	     	     	     	    	    	     	     	     	     	     	     	   	   	  	     	      	     	     	    	    	    	    	    	13.610	     	Be                            	018.1238900994600	-73.2916084955400
018.182526626900000	-73.312722038999993	6-003	B1.5III-II       	 182	  3.6	23.4	 1.5	 1.9	 3.69	 0.29	 0.29	 3.69	 0.29	 0.29	  9.1	 3.3	 2.1	 4.35	 0.23	 0.24	 0.15	 0.05	 0.00	 56	 70	16	 15.1	  26.9	  7.2	 10.1	 1.6	 1.3	16.0	 4.1	 3.2	15.886	 0.25	SiIV 4089 too weak            	018.1825266269000	-73.3127220390000
018.194201240370003	-73.297221944930016	6-004	B2III:           	 195	  1.5	22.6	 1.9	 3.4	 3.93	 0.48	 0.57	 3.95	 0.48	 0.57	  9.8	 3.7	 2.3	 4.36	 0.21	 0.25	 0.20	 0.13	 0.05	153	 24	24	 31.2	 100.6	 18.2	 10.0	 1.6	 1.3	16.3	 4.9	 3.4	15.644	 0.28	                              	018.1942012403700	-73.2972219449300
018.251674982690002	-73.284484768140004	6-005	O9.7II-Ib(n)     	 164	  2.3	28.4	 1.5	 2.3	 3.12	 0.24	 0.29	 3.21	 0.24	 0.29	 18.8	 4.8	 3.4	 5.31	 0.17	 0.18	 0.36	 0.13	 0.10	201	 24	24	 20.8	  25.1	  9.4	 24.1	 2.7	 4.6	 5.9	 1.2	 0.9	13.886	 0.46	                              	018.2516749826900	-73.2844847681400
018.342359417339996	-73.401913859610005	6-007	B5II             	 183	  1.7	15.9	 0.8	 0.8	 3.07	 0.17	 0.29	 3.15	 0.17	 0.29	 14.8	 4.4	 2.9	 4.10	 0.20	 0.20	 0.20	 0.14	 0.03	150	 25	27	 11.2	  11.6	  5.2	  7.0	 0.8	 0.6	38.1	 8.0	 5.2	15.252	 0.17	SB?                           	018.3423594173400	-73.4019138596100
018.412017676699996	-73.376943379590003	6-010	B2IV:            	 165	 35.7	20.1	 3.5	 3.5	 3.93	 0.51	 0.57	 3.99	 0.51	 0.57	  7.0	 3.6	 2.5	 3.87	 0.29	 0.30	 0.15	 0.10	 0.00	252	 31	30	 17.6	  78.4	 10.8	  7.5	 1.3	 1.3	22.9	12.8	12.5	16.750	 0.24	SB2                           	018.4120176767000	-73.3769433795900
018.412025508789998	-73.296852314619983	6-011	B2III:e          	 131	 15.4	    	    	    	     	     	     	     	     	     	     	    	    	     	     	     	     	     	     	   	   	  	     	      	     	     	    	    	    	    	    	15.798	     	Be, neb                       	018.4120255087900	-73.2968523146200
018.435247041729994	-73.285678766580006	6-012	B1III            	 129	 54.8	    	    	    	     	     	     	     	     	     	     	    	    	     	     	     	     	     	     	   	   	  	     	      	     	     	    	    	    	    	    	15.885	     	SB2, neb                      	018.4352470417300	-73.2856787665800
018.453731672469999	-73.301446058970001	6-013	O7.5V: + O9.5    	 108	 13.6	    	    	    	     	     	     	     	     	     	     	    	    	     	     	     	     	     	     	   	   	  	     	      	     	     	    	    	    	    	    	15.450	     	SB2, neb                      	018.4537316724700	-73.3014460589700
018.465776830429995	-73.299271199169993	6-014	O9.5V(n)         	 139	  5.9	    	    	    	     	     	     	     	     	     	     	    	    	     	     	     	     	     	     	   	   	  	     	      	     	     	    	    	    	    	    	15.215	     	neb                           	018.4657768304300	-73.2992711991700
018.478357956979995	-73.295465189220010	6-016	B0.5:IV          	 236	  2.2	28.0	 3.1	 8.2	 3.47	 0.46	 0.63	 3.68	 0.47	 0.63	 10.0	 5.0	 2.8	 4.74	 0.19	 0.34	 0.34	 0.17	 0.17	355	132	33	 17.4	  68.9	 10.6	 14.1	 2.7	 2.2	 9.0	 4.6	 3.1	15.478	 0.53	SB1, neb                      	018.4783579569800	-73.2954651892200
018.488756291140000	-73.155682679259996	6-017	B1Ib             	 175	  1.8	23.7	 1.2	 1.6	 3.07	 0.17	 0.29	 3.08	 0.17	 0.29	 27.8	 8.6	 5.6	 5.34	 0.21	 0.21	 0.29	 0.15	 0.07	 55	 77	13	 33.7	  36.4	 15.6	 21.4	 5.1	 4.2	 6.1	 2.2	 1.0	13.509	 0.40	                              	018.4887562911400	-73.1556826792600
018.506207372880006	-73.135464195930012	6-018	B2IV-III         	 153	 14.8	25.4	 5.6	 4.1	 4.12	 0.33	 0.52	 4.15	 0.33	 0.52	  6.1	 3.2	 2.5	 4.15	 0.31	 0.29	 0.15	 0.17	 0.00	202	 27	27	 19.2	  53.1	 11.9	  9.8	 2.1	 1.6	10.8	 5.3	 9.7	16.966	 0.36	                              	018.5062073728800	-73.1354641959300
